,정류장이름,정류장ID,위도,경도
1788,애통리,JUB312100662,35.81861553,126.99692621
1789,은교마을,JUB312100679,35.81983089,127.00427055
1790,은교마을,JUB312100685,35.82015871,127.00449206
1791,이서,JUB312100686,35.82016777,127.0229173
1792,이서,JUB312100689,35.82040564,127.02352732
1793,BYC,JUB312100690,35.82043092,127.00778106
1794,모고지마을,JUB312100692,35.8206748,127.01292975
1795,BYC,JUB312100693,35.82071324,127.00796999
1796,모고지마을,JUB312100695,35.82085984,127.0129311
1797,신마산,JUB312100698,35.8209793,127.0273084
1798,개태마을,JUB312100715,35.8218052,127.0312898
1799,천지마을,JUB312100723,35.8353472,127.2825669
1800,천지마을,JUB312100724,35.8355821,127.2828098
1801,후농마을,JUB312100727,35.82283753,127.03272733
1802,새금동,JUB312100736,35.82359648,127.04816926
1803,신풍마을입구,JUB312100739,35.8238452,127.0407069
1804,돌꼭지,JUB312100742,35.8242533,127.0364036
1805,개태마을,JUB312100744,35.8226376,127.03334832
1806,신풍마을입구,JUB312100745,35.8239688,127.04097025
1807,새금동,JUB312100749,35.82438006,127.04973885
1808,삼우중,JUB312100754,35.82450786,127.02255282
1809,삼우중,JUB312100756,35.82453192,127.02237918
1810,약암마을,JUB312100760,35.82450595,127.26213625
1811,약암마을,JUB312100763,35.82473155,127.26201992
1812,삼중새터,JUB312100786,35.8258379,127.2835704
1813,삼중새터,JUB312100788,35.8259189,127.2834982
1814,성지동,JUB312100797,35.8264779,127.26483585
1815,성지동,JUB312100799,35.82655819,127.26468532
1816,삼중리,JUB312100848,35.82993694,127.28513552
1817,삼중리,JUB312100849,35.8299422,127.28492857
1818,응암마을,JUB312100856,35.83061184,127.22205352
1819,응암마을,JUB312100857,35.83070933,127.22219824
1820,이문리,JUB312100901,35.83326306,127.00554682
1821,이문리,JUB312100903,35.83331727,127.00537972
1822,유상마을,JUB312100939,35.83479119,127.26947751
1823,유상마을,JUB312100942,35.83485216,127.26928956
1824,산정리종점,JUB312100958,35.83619416,127.00500726
1825,산정리종점,JUB312100959,35.8362964,127.00488691
1826,정농마을,JUB312100974,35.83703038,127.02094484
1827,정농마을,JUB312100975,35.83717633,127.02101785
1828,원화심마을,JUB312100983,35.83715229,127.27048188
1829,원화심마을,JUB312100984,35.83720196,127.27029272
1830,원신원,JUB312101010,35.8385799,127.297224
1831,신원리,JUB312101024,35.8407431,127.28208697
1832,화심온천,JUB312101025,35.84074807,127.27998402
1833,신원리,JUB312101028,35.8408948,127.28224587
1834,화심온천,JUB312101031,35.84091631,127.27998402
1835,상망표,JUB312101032,35.84107106,127.2395354
1836,상망표,JUB312101034,35.84110862,127.23973606
1837,신원삼거리,JUB312101045,35.84228154,127.28578822
1838,신원삼거리,JUB312101047,35.84234791,127.28575777
1839,양은마을,JUB312101054,35.8426806,127.05281533
1840,양은마을,JUB312101055,35.84284526,127.05312332
1841,반교리,JUB312101060,35.84406917,127.0312798
1842,반교리,JUB312101061,35.84409633,127.03112939
1843,화심,JUB312101063,35.84420658,127.2687245
1844,새터,JUB312101064,35.84428908,127.27446451
1845,화심,JUB312101066,35.84438265,127.26903918
1846,새터,JUB312101068,35.84440298,127.27429367
1847,갈동마을,JUB312101071,35.84478138,127.04554711
1848,갈동마을,JUB312101074,35.84491779,127.04562061
1849,홍개,JUB312101091,35.84797008,127.02444096
1850,홍개,JUB312101093,35.84805191,127.02452852
1851,해월리,JUB312101101,35.8485087,127.2616205
1852,황토나라,JUB312101109,35.84893992,127.27848296
1853,황토나라,JUB312101112,35.84904738,127.27828609
1854,해월리,JUB312101114,35.84916018,127.26194626
1855,용문사.반곡마을,JUB312101116,35.8474773,127.2936743
1856,용문사.반곡마을,JUB312101118,35.8475674,127.2936408
1857,하망표,JUB312101126,35.85008537,127.23898968
1858,하망표,JUB312101128,35.85016317,127.23912886
1859,신교리,JUB312101129,35.85034401,127.20919033
1860,신교리,JUB312101132,35.85044451,127.20931133
1861,대농,JUB312101138,35.85111575,127.01331347
1862,대농,JUB312101139,35.85121459,127.01340558
1863,하리,JUB312101144,35.85145516,127.28437952
1864,하리,JUB312101145,35.85162251,127.2844911
1865,소양행정복지센터,JUB312101166,35.85333055,127.22481892
1866,소양행정복지센터,JUB312101171,35.85349548,127.22516257
1867,웃삼거리,JUB312101178,35.85375801,127.2048717
1868,웃삼거리,JUB312101184,35.85394002,127.20513559
1869,명덕교,JUB312101188,35.85426614,127.20873474
1870,명덕교,JUB312101189,35.85431732,127.20804751
1871,원당마을,JUB312101194,35.85446066,127.21218667
1872,소양작은도서관,JUB312101195,35.85441152,127.22892691
1873,소양작은도서관,JUB312101196,35.85458355,127.2291111
1874,대승리입구,JUB312101199,35.85453682,127.29029315
1875,죽절리,JUB312101202,35.8548458,127.22168317
1876,대승리입구,JUB312101203,35.85470882,127.29017936
1877,하이리교,JUB312101205,35.85501571,127.17358342
1878,죽절리,JUB312101206,35.85492377,127.22187541
1879,하이리교,JUB312101207,35.8550921,127.17335172
1880,초남마을,JUB312101210,35.85543672,127.02169106
1881,초남마을,JUB312101212,35.85553853,127.02180988
1882,소양,JUB312101216,35.85562696,127.23294515
1883,신왕리,JUB312101217,35.85567568,127.25574044
1884,소양,JUB312101218,35.85581764,127.23316474
1885,단암사,JUB312101219,35.8561898,127.2088384
1886,대승리,JUB312101220,35.85594648,127.2925946
1887,신왕리,JUB312101223,35.85611522,127.25577596
1888,대승리,JUB312101225,35.85606078,127.29251091
1889,단암사,JUB312101226,35.8563787,127.2086716
1890,단암사,JUB312101227,35.85653277,127.2093966
1891,단암사,JUB312101230,35.8565779,127.20918964
1892,용교,JUB312101236,35.85764008,127.18531874
1893,용교,JUB312101238,35.85779362,127.18529138
1894,복고시기마을,JUB312101255,35.85897688,127.18916427
1895,마월리,JUB312101256,35.85908985,127.19701981
1896,복고시기마을,JUB312101257,35.85916459,127.18912355
1897,마월리,JUB312101258,35.85917531,127.19721877
1898,하이리,JUB312101259,35.85942592,127.17267406
1899,하이리,JUB312101260,35.8594493,127.17258921
1900,소양서초교,JUB312101263,35.85950894,127.2099223
1901,소양서초교,JUB312101266,35.85970225,127.21014703
1902,왕정리,JUB312101269,35.85984915,127.25236176
1903,왕정리,JUB312101270,35.85989217,127.25205715
1904,신기종점,JUB312101271,35.8601409,127.0176273
1905,신기종점,JUB312101273,35.8602083,127.0175494
1906,원앙골,JUB312101275,35.86009313,127.2907497
1907,인덕마을입구,JUB312101276,35.86022944,127.23912268
1908,인덕마을입구,JUB312101277,35.86026988,127.23972769
1909,원앙골,JUB312101278,35.86015957,127.29061253
1910,상삼마을,JUB312101281,35.86055286,127.17821626
1911,상삼마을,JUB312101282,35.86069463,127.1782447
1912,상리,JUB312101283,35.86062037,127.29689094
1913,상리,JUB312101284,35.86064584,127.29668572
1914,용연마을,JUB312101285,35.8610509,127.24230608
1915,용연마을,JUB312101286,35.86121946,127.24227084
1916,하이삼거리,JUB312101288,35.86201201,127.17459221
1917,하이삼거리,JUB312101291,35.8621785,127.17459517
1918,명덕리,JUB312101295,35.86274103,127.21157048
1919,하분토,JUB312101298,35.86285779,127.22936475
1920,하분토,JUB312101301,35.86293056,127.22948834
1921,명덕리,JUB312101303,35.86325931,127.21138946
1922,구억정미소,JUB312101309,35.86367829,127.17070131
1923,구억정미소,JUB312101312,35.86379562,127.17076223
1924,용암,JUB312101321,35.86449703,127.1819929
1925,용암,JUB312101323,35.86459324,127.18181571
1926,전북체육고 마수리,JUB312101328,35.86489788,127.24726245
1927,전북체육고 마수리,JUB312101331,35.8650848,127.24722008
1928,용정마을,JUB312101338,35.86595784,127.16677244
1929,용정마을,JUB312101340,35.86606524,127.16684529
1930,전북체육중고,JUB312101350,35.8665942,127.24969954
1931,전북체육중고,JUB312101351,35.86664895,127.24959602
1932,구억마을,JUB312101370,35.86818835,127.16464154
1933,구억마을,JUB312101371,35.86822038,127.16480495
1934,마수마을,JUB312101385,35.86950082,127.24846245
1935,봉덕마을,JUB312101386,35.86949423,127.25174238
1936,마수마을,JUB312101388,35.86960469,127.24861103
1937,토정마을,JUB312101389,35.87135873,127.21388945
1938,토정마을,JUB312101390,35.87144828,127.21379998
1939,봉덕마을,JUB312101391,35.87014164,127.25202488
1940,금성자동차학원,JUB312101394,35.87069764,127.16351897
1941,금성자동차학원,JUB312101397,35.87077149,127.16381439
1942,분토종점,JUB312101398,35.87069209,127.2256574
1943,분토종점,JUB312101399,35.87077134,127.22551518
1944,관전마을,JUB312101412,35.87233167,127.18909117
1945,소양교,JUB312101422,35.87375247,127.15956161
1946,소양교,JUB312101424,35.8738314,127.1597444
1947,전북교통문화연수원,JUB312101429,35.87363828,127.24610697
1948,전북교통문화연수원.문화마을,JUB312101432,35.87372057,127.24629445
1949,소양교,JUB312101456,35.87591763,127.15729344
1950,소양교,JUB312101461,35.87612216,127.15715693
1951,웃밤티,JUB312101471,35.87713288,127.30999035
1952,웃밤티,JUB312101473,35.87714486,127.31019395
1953,삼태마을,JUB312101474,35.87740718,127.21411915
1954,삼태마을,JUB312101478,35.87755599,127.21424629
1955,목효마을,JUB312101486,35.8782835,127.1696777
1956,용진주유소,JUB312101487,35.87831178,127.15673913
1957,목효마을,JUB312101488,35.8784454,127.169533
1958,용진주유소,JUB312101489,35.87857454,127.15657111
1959,효천,JUB312101492,35.87947253,127.17846939
1960,실로암의집,JUB312101495,35.8800994,127.1889513
1961,효천,JUB312101498,35.88004125,127.18077428
1962,인덕마을,JUB312101499,35.88000643,127.23448499
1963,인덕마을,JUB312101500,35.88002328,127.23463055
1964,밤티마을,JUB312101502,35.87992166,127.31085424
1965,설경마을,JUB312101504,35.88067284,127.19358139
1966,밤티마을,JUB312101505,35.88042722,127.31082744
1967,용진,JUB312101506,35.88116923,127.15540198
1968,용진,JUB312101507,35.88140249,127.15566101
1969,용진,JUB312101508,35.88157573,127.15612134
1970,용진중,JUB312101509,35.88162917,127.15461154
1971,설경마을종점,JUB312101512,35.88254658,127.1964502
1972,설경마을종점,JUB312101513,35.88266245,127.19634934
1973,송광사,JUB312101520,35.88291757,127.24265071
1974,송광사,JUB312101522,35.88306016,127.24269825
1975,송광사.송광초교,JUB312101525,35.88349383,127.24340162
1976,송광사.송광초교,JUB312101526,35.88355097,127.24317502
1977,운교마을,JUB312101532,35.88433656,127.15601684
1978,다리목,JUB312101535,35.88447723,127.26054127
1979,다리목,JUB312101536,35.88457275,127.26037773
1980,운교마을,JUB312101537,35.88509289,127.15644555
1981,완주대대,JUB312101551,35.88721297,127.23401534
1982,완주대대,JUB312101552,35.88731078,127.23403974
1983,상운리입구,JUB312101555,35.88820668,127.15661063
1984,일임리,JUB312101556,35.88679074,127.21554573
1985,일임리,JUB312101557,35.88659348,127.21570273
1986,상운리입구,JUB312101562,35.88886314,127.15617155
1987,봉서로 상운리,JUB312101566,35.88938144,127.16112758
1988,봉서로 상운리,JUB312101568,35.88955118,127.16116236
1989,시천마을,JUB312101570,35.88972799,127.1669746
1990,시천마을,JUB312101571,35.8898492,127.16684993
1991,도계마을,JUB312101576,35.89055594,127.17758986
1992,도계마을,JUB312101577,35.89060297,127.17726432
1993,오천마을,JUB312101580,35.89093062,127.19380414
1994,시평리,JUB312101582,35.89076051,127.31231711
1995,오천마을,JUB312101583,35.89104912,127.19373599
1996,시평리,JUB312101584,35.89085614,127.31216965
1997,용두사,JUB312101585,35.89159646,127.14988079
1998,간중초교,JUB312101586,35.89163192,127.18141087
1999,용두사,JUB312101587,35.89168873,127.15001596
2000,간중초교,JUB312101588,35.89181831,127.18160281
2001,송광정심원,JUB312101590,35.89176118,127.24264388
2002,송광정심원,JUB312101592,35.89192014,127.24278324
2003,원간중리,JUB312101596,35.89240138,127.18415443
2004,원간중리,JUB312101597,35.89240914,127.18371595
2005,연동,JUB312101603,35.89409005,127.3109678
2006,연동,JUB312101605,35.89420876,127.31111102
2007,신기,JUB312101613,35.89592367,127.14639385
2008,두억마을,JUB312101614,35.89588831,127.19150044
2009,신기,JUB312101615,35.89603923,127.14650314
2010,두억마을,JUB312101616,35.89601705,127.19142252
2011,서계마을,JUB312101619,35.89742758,127.14326158
2012,서계마을,JUB312101620,35.89759204,127.1433986
2013,하리,JUB312101621,35.89873502,127.09837918
2014,벽성대,JUB312101622,35.89917939,127.1560683
2015,하리,JUB312101623,35.89924546,127.09776574
2016,벽성대,JUB312101624,35.89933762,127.15655639
2017,신복리,JUB312101627,35.90005063,127.0945991
2018,신복리,JUB312101629,35.900191,127.09448333
2019,비비정,JUB312101631,35.90065887,127.07680278
2020,비비정,JUB312101632,35.90066282,127.07652666
2021,오성리,JUB312101633,35.90157471,127.24027894
2022,오성리,JUB312101634,35.90170537,127.2401117
2023,신봉마을,JUB312101635,35.90352559,127.18529666
2024,신봉마을,JUB312101636,35.90358132,127.18553981
2025,운곡용봉초교,JUB312101637,35.904808,127.1565683
2026,운곡용봉초교,JUB312101638,35.90458201,127.15698152
2027,신복리,JUB312101639,35.90467866,127.0946665
2028,지암마을,JUB312101640,35.90427527,127.17154856
2029,신복리,JUB312101641,35.9047726,127.09486221
2030,지암마을,JUB312101642,35.90441545,127.17161911
2031,터지내마을,JUB312101643,35.90524874,127.13875992
2032,터지내마을,JUB312101644,35.90536272,127.13861523
2033,위봉마을,JUB312101645,35.90537429,127.25574573
2034,위봉마을,JUB312101646,35.90551184,127.25570224
2035,삼례우성아파트,JUB312101647,35.90659375,127.07527444
2036,삼례우성아파트,JUB312101648,35.90676984,127.07552036
2037,삼례역,JUB312101649,35.90536937,127.06532692
2038,삼례역,JUB312101650,35.90542085,127.06499397
2039,덕암마을,JUB312101651,35.90370641,127.17894358
2040,덕암마을,JUB312101652,35.90388552,127.17877556
2041,상신마을,JUB312101653,35.90783403,127.12819233
2042,회포대교,JUB312101654,35.90789425,127.12524053
2043,상신마을,JUB312101655,35.90795133,127.12811065
2044,회포대교,JUB312101656,35.90821084,127.12495923
2045,구만리,JUB312101657,35.90832815,127.15813098
2046,신사봉,JUB312101658,35.90824972,127.30685869
2047,신사봉,JUB312101659,35.90829387,127.30712294
2048,전북하이텍고교.삼례파출소,JUB312101660,35.90891226,127.07022405
2049,전북하이텍고교.삼례파출소,JUB312101661,35.90901729,127.07013643
2050,구만리,JUB312101662,35.90907386,127.15814036
2051,지암입구,JUB312101663,35.90909664,127.18212507
2052,지암입구,JUB312101664,35.90923706,127.18226549
2053,신서마을,JUB312101665,35.9097421,127.13260464
2054,한별고등학교,JUB312101666,35.90989749,127.07177901
2055,신서마을,JUB312101667,35.90986361,127.13250442
2056,유리마을,JUB312101668,35.90997387,127.1225683
2057,한별고등학교,JUB312101669,35.91002339,127.07164211
2058,유리마을,JUB312101670,35.91005825,127.12271167
2059,삼례시장,JUB312101671,35.91010772,127.07277811
2060,삼례시장,JUB312101672,35.91021521,127.07322032
2061,삼례터미널,JUB312101673,35.9099089,127.0747658
2062,삼례터미널,JUB312101674,35.9099229,127.0749043
2063,상와리,JUB312101675,35.9116461,127.1132991
2064,상와리,JUB312101676,35.91178762,127.11328014
2065,삼례농협,JUB312101677,35.91188075,127.07488992
2066,송정마을,JUB312101678,35.91193404,127.1215705
2067,위봉폭포,JUB312101679,35.91174098,127.26307388
2068,송정마을,JUB312101680,35.91206866,127.12167725
2069,삼례농협,JUB312101681,35.9120424,127.0748464
2070,위봉폭포,JUB312101682,35.91193199,127.26302545
2071,후와리,JUB312101683,35.91229759,127.11069227
2072,후와리,JUB312101684,35.91242734,127.11073751
2073,고천마을,JUB312101687,35.91286372,127.13986012
2074,서당리,JUB312101689,35.91296292,127.16194048
2075,고천마을,JUB312101690,35.91300145,127.13977806
2076,서당리,JUB312101692,35.91337289,127.16295586
2077,송정마을,JUB312101693,35.91342974,127.12497138
2078,송정마을,JUB312101694,35.91345208,127.12524397
2079,후와마을,JUB312101695,35.91378129,127.10760361
2080,후와마을,JUB312101696,35.91391631,127.10766789
2081,원신금,JUB312101697,35.90980455,127.09173104
2082,원신금,JUB312101700,35.90987916,127.09206255
2083,우석대종점,JUB312101701,35.915344,127.0667511
2084,우석대학교,JUB312101702,35.9151198,127.0671015
2085,삼례대영아파트,JUB312101703,35.91580375,127.08046972
2086,갈리마을,JUB312101704,35.91581423,127.14783481
2087,삼례대영아파트,JUB312101705,35.91594425,127.08102906
2088,갈리마을,JUB312101706,35.91594135,127.14778834
2089,삼례동원아파트,JUB312101707,35.91665242,127.08227641
2090,장포리,JUB312101708,35.91678768,127.12494269
2091,장포리,JUB312101709,35.91678768,127.1252477
2092,삼례동원아파트,JUB312101710,35.91710895,127.08240242
2093,신덕마을,JUB312101711,35.91744526,127.15563528
2094,신덕마을,JUB312101712,35.91757482,127.15561505
2095,삼례문화센터,JUB312101715,35.91782432,127.08407175
2096,삼례문화센터,JUB312101716,35.91804306,127.08383612
2097,원사봉,JUB312101717,35.91847498,127.30611032
2098,별산리,JUB312101718,35.9188789,127.09486981
2099,원사봉,JUB312101719,35.91853714,127.30594182
2100,학동마을,JUB312101720,35.91908678,127.28029955
2101,별산리,JUB312101721,35.91914535,127.09489278
2102,삼례중,JUB312101722,35.91919292,127.08672909
2103,농원입구,JUB312101723,35.91948337,127.08999897
2104,삼례중,JUB312101724,35.9196071,127.08668994
2105,농원입구,JUB312101725,35.91964643,127.0900371
2106,동촌마을,JUB312101726,35.91984653,127.15934129
2107,동촌마을,JUB312101727,35.9198927,127.15919066
2108,하이트맥주,JUB312101728,35.92041312,127.16752884
2109,지향마을,JUB312101731,35.9204373,127.2698059
2110,지향마을,JUB312101733,35.92053338,127.26967033
2111,석전리,JUB312101735,35.92092558,127.10467661
2112,하이트맥주,JUB312101736,35.92086102,127.16819719
2113,석전리,JUB312101737,35.92125904,127.10460502
2114,청등마을입구,JUB312101738,35.92180055,127.10789523
2115,청등마을입구,JUB312101739,35.92212414,127.10780672
2116,신상마을,JUB312101740,35.92209853,127.16133136
2117,신상마을,JUB312101741,35.92223197,127.16125797
2118,완주삼봉1단지아파트,JUB312101742,35.922782,127.1117601
2119,완주삼봉1단지아파트,JUB312101743,35.92331324,127.11239795
2120,농원1구,JUB312101744,35.92339396,127.09247486
2121,농원1구,JUB312101745,35.92343856,127.09261872
2122,묵계,JUB312101748,35.92435977,127.30603524
2123,묵계,JUB312101749,35.92442736,127.30618133
2124,완주군보건소.명탄마을,JUB312101750,35.9224174,127.1249879
2125,원성덕,JUB312101751,35.92490224,127.15318278
2126,마그내다리,JUB312101752,35.9250368,127.1653387
2127,완주군보건소.명탄마을,JUB312101753,35.9224803,127.125206
2128,용진원주아파트,JUB312101754,35.92528691,127.17202222
2129,마그내다리,JUB312101756,35.9251687,127.165439
2130,농원2구,JUB312101757,35.92588932,127.09019942
2131,농원2구,JUB312101758,35.92603042,127.09027536
2132,삼봉로완주소방서,JUB312101761,35.9262929,127.1213869
2133,삼봉로완주소방서,JUB312101762,35.92662058,127.12122555
2134,삼봉로.구.청완초교,JUB312101763,35.92678638,127.12566475
2135,낙평리,JUB312101764,35.92685216,127.16395544
2136,삼봉로.구.청완초교,JUB312101765,35.9271394,127.1268368
2137,완주경찰서,JUB312101766,35.92709592,127.16602905
2138,농원종점,JUB312101767,35.92734387,127.0885037
2139,완주경찰서,JUB312101768,35.92743643,127.16602905
2140,용복마을,JUB312101771,35.927856,127.1725101
2141,과학로.구.청완초교,JUB312101772,35.9289018,127.1253209
2142,과학로.구.청완초교,JUB312101773,35.92790433,127.12499475
2143,낙평리,JUB312101774,35.92787194,127.16234212
2144,월산리,JUB312101775,35.92796723,127.09605289
2145,월산리,JUB312101776,35.92807912,127.0961787
2146,신정리,JUB312101777,35.92856668,127.1108149
2147,하구미리,JUB312101778,35.92857895,127.13572407
2148,신정리,JUB312101779,35.92862804,127.11060537
2149,하구미리,JUB312101780,35.92884068,127.13557909
2150,봉동주공아파트,JUB312101781,35.92929823,127.16083438
2151,봉동주공아파트,JUB312101782,35.92952914,127.16123509
2152,상구미리,JUB312101783,35.92979719,127.14009995
2153,상구미리,JUB312101784,35.92997783,127.1397644
2154,낙평네거리,JUB312101785,35.93063009,127.16304531
2155,낙평네거리,JUB312101786,35.93104006,127.16315713
2156,배을마을입구,JUB312101787,35.93120193,127.14408215
2157,양야리경로당,JUB312101788,35.93280435,127.20557287
2158,배을마을입구,JUB312101789,35.93137801,127.14378914
2159,배을마을입구,JUB312101790,35.93168,127.14394814
2160,배을마을입구,JUB312101791,35.93175899,127.14412739
2161,보상마을,JUB312101792,35.9319952,127.168542
2162,보상마을,JUB312101793,35.9320858,127.1686913
2163,원수계리,JUB312101794,35.93268856,127.12515956
2164,원수계리,JUB312101795,35.93270207,127.12539617
2165,학동마을,JUB312101796,35.93280133,127.10040645
2166,학동마을,JUB312101797,35.93294383,127.10042418
2167,영광맨션,JUB312101798,35.93304094,127.16778609
2168,영광맨션,JUB312101799,35.93329315,127.16778609
2169,용진대영아파트,JUB312101800,35.93370355,127.17316506
2170,신중리,JUB312101801,35.93396888,127.15166183
2171,용진대영아파트,JUB312101802,35.93394059,127.17291833
2172,신중리,JUB312101803,35.93421416,127.15152093
2173,청등마을,JUB312101804,35.93462304,127.11207344
2174,청등마을,JUB312101805,35.93464277,127.1118894
2175,봉동신기마을,JUB312101806,35.93479253,127.15571629
2176,정산마을,JUB312101807,35.93498615,127.10383173
2177,봉동신기마을,JUB312101808,35.93495534,127.15571603
2178,정산마을,JUB312101809,35.9351126,127.10371694
2179,서두입구,JUB312101810,35.93499338,127.152572
2180,주동교,JUB312101811,35.93512699,127.14191982
2181,서두입구,JUB312101812,35.9351225,127.15277042
2182,주동교,JUB312101813,35.93525719,127.1420449
2183,완주중,JUB312101814,35.9356299,127.1599571
2184,완주중,JUB312101815,35.9357287,127.1598458
2185,구봉동읍사무소,JUB312101816,35.93646965,127.16169754
2186,구봉동읍사무소,JUB312101817,35.93688778,127.16218734
2187,완주국민체육센터,JUB312101818,35.93745423,127.17362441
2188,봉동전통시장,JUB312101819,35.93746305,127.16841282
2189,봉동전통시장,JUB312101820,35.93783158,127.16815446
2190,완주국민체육센터,JUB312101821,35.93788059,127.17401387
2191,거인마을,JUB312101822,35.9377749,127.2961361
2192,거인마을,JUB312101823,35.9378205,127.2964465
2193,주동,JUB312101824,35.93868322,127.13807327
2194,봉동농협,JUB312101825,35.93872548,127.16668166
2195,금강고려화학,JUB312101826,35.93881728,127.12563217
2196,주동,JUB312101827,35.93882759,127.13821305
2197,봉동농협,JUB312101828,35.93914303,127.16729171
2198,금강고려화학,JUB312101829,35.93950364,127.12513539
2199,완주고봉동파출소,JUB312101830,35.93950244,127.16750322
2200,완주고봉동파출소,JUB312101831,35.93974878,127.16746889
2201,화정유료낚시터,JUB312101832,35.94005636,127.20541821
2202,화정유료낚시터,JUB312101833,35.94009128,127.20520422
2203,원구암,JUB312101834,35.9404085,127.1071571
2204,서두마을,JUB312101837,35.94182208,127.14839862
2205,서두마을,JUB312101838,35.94191868,127.14856133
2206,봉동신진맨션아파트,JUB312101839,35.9419505,127.16867406
2207,앞멀,JUB312101840,35.94200004,127.26236777
2208,봉동신진맨션아파트,JUB312101841,35.94217268,127.16858868
2209,앞멀,JUB312101842,35.94220196,127.26238571
2210,중앙공원,JUB312101843,35.94316858,127.12560529
2211,중앙공원,JUB312101844,35.94334576,127.12514126
2212,현대자동차,JUB312101845,35.94360916,127.13694771
2213,외환은행(공단),JUB312101846,35.94362739,127.12651814
2214,학다리마을,JUB312101847,35.94369721,127.17224212
2215,외환은행(공단),JUB312101848,35.94395119,127.12674706
2216,현대자동차,JUB312101849,35.9438611,127.1346691
2217,학다리마을,JUB312101850,35.94395661,127.17231039
2218,남악마을,JUB312101851,35.94415409,127.20411573
2219,남악마을,JUB312101852,35.94419144,127.20398769
2220,원구암마을,JUB312101853,35.94474269,127.10469312
2221,원구암마을,JUB312101854,35.94483638,127.10446181
2222,동아정밀공업,JUB312101855,35.9462808,127.13940283
2223,동아정밀공업,JUB312101856,35.94628235,127.13966572
2224,용화마을,JUB312101857,35.94801632,127.14310266
2225,용화마을,JUB312101858,35.94801711,127.14321349
2226,창피마을,JUB312101859,35.9487754,127.1102682
2227,은하리,JUB312101860,35.94881332,127.15587632
2228,창피마을,JUB312101861,35.94891938,127.11014007
2229,양화교회,JUB312101862,35.94904807,127.20098811
2230,양화교회,JUB312101864,35.94917037,127.20113062
2231,은하리,JUB312101865,35.94925723,127.15464916
2232,구정마을,JUB312101866,35.95083037,127.1117425
2233,구정마을,JUB312101867,35.95097624,127.1118702
2234,명석마을,JUB312101868,35.95188649,127.18560086
2235,명석마을,JUB312101869,35.9519516,127.18542517
2236,율소리,JUB312101870,35.95203064,127.18068098
2237,율소리,JUB312101871,35.95215919,127.18067824
2238,율소리,JUB312101872,35.95222414,127.18031412
2239,율소리,JUB312101873,35.95252189,127.18057356
2240,화정마을,JUB312101874,35.95383055,127.19187112
2241,화정마을,JUB312101875,35.95396589,127.19188246
2242,산림항공관리소익산지점,JUB312101876,35.9542331,127.1050827
2243,산림항공관리소익산지점,JUB312101877,35.9540793,127.1049282
2244,제상마을,JUB312101878,35.95487204,127.1444716
2245,대륜산업,JUB312101879,35.95519702,127.13178226
2246,제상마을,JUB312101880,35.95518681,127.14479034
2247,정우정공,JUB312101881,35.95522409,127.12724406
2248,현대자동차출고장,JUB312101882,35.95523386,127.1390251
2249,산업단지 한전,JUB312101883,35.95526671,127.12280176
2250,현대자동차출고장,JUB312101884,35.95541702,127.13904859
2251,산업단지 한전,JUB312101885,35.95548711,127.12275558
2252,대륜산업,JUB312101886,35.95550766,127.13232253
2253,현대자동차출고장,JUB312101887,35.9555686,127.13946789
2254,정우정공,JUB312101888,35.95554824,127.12723055
2255,현대자동차출고장,JUB312101889,35.95554154,127.13979975
2256,신덕마을,JUB312101890,35.95646969,127.18146221
2257,신덕마을,JUB312101891,35.95665088,127.18160409
2258,은상,JUB312101892,35.95691993,127.16445278
2259,용암마을,JUB312101893,35.95704589,127.13781881
2260,용암마을,JUB312101894,35.95757381,127.13771491
2261,신봉리,JUB312101897,35.96466687,127.12916313
2262,신봉리,JUB312101898,35.96449226,127.12994111
2263,통샘,JUB312101899,35.9607507,127.1075344
2264,통샘,JUB312101900,35.9608676,127.1074451
2265,둔산라송아파트,JUB312101901,35.96051358,127.1218746
2266,고산신기마을,JUB312101902,35.96087152,127.18077551
2267,고산신기마을,JUB312101903,35.96095614,127.18059075
2268,추동,JUB312101904,35.9611091,127.15142578
2269,추동,JUB312101905,35.96117766,127.15161318
2270,둔산코아루1차아파트,JUB312101906,35.96138092,127.12703871
2271,통정교,JUB312101907,35.96151037,127.11117475
2272,산장마을,JUB312101908,35.96151374,127.11651697
2273,통정교,JUB312101909,35.96166392,127.11111553
2274,산장마을,JUB312101910,35.96180929,127.1164757
2275,둔산코아루2차아파트,JUB312101911,35.96190743,127.12275813
2276,둔산코아루2차아파트,JUB312101914,35.96226927,127.122735
2277,코아루종점.청완초교,JUB312101915,35.96221094,127.12104713
2278,코아루종점,JUB312101916,35.96205084,127.12133714
2279,신하리,JUB312101917,35.96657528,127.13682793
2280,신하리,JUB312101918,35.96671451,127.1368724
2281,역기마을,JUB312101919,35.96677988,127.10748372
2282,역기마을,JUB312101920,35.9668903,127.10728743
2283,어우리,JUB312101921,35.96742545,127.17837731
2284,어우리,JUB312101922,35.96762326,127.17830874
2285,어우리,JUB312101923,35.96945522,127.18230666
2286,봉산마을,JUB312101924,35.96993155,127.1729352
2287,어우리,JUB312101925,35.96994821,127.18253206
2288,봉산마을,JUB312101926,35.96999628,127.17220627
2289,제뱅이,JUB312101927,35.97160192,127.10724384
2290,월암리,JUB312101928,35.97183107,127.16680612
2291,월암리,JUB312101929,35.97198639,127.16694317
2292,율곡리,JUB312101930,35.9724843,127.18629225
